email,name,designation,category,tags,case,source,mobile,reject_reason
editorial@southfirst.in,South First Legal,"Editorial contact, South First",Press/Legal Media,crime-court-beat|editor|legal-press|press|top-priority,general,legal-press-research-2026-06-09,,dead_domain
pune@indianexpress.com,Indian Express Pune,"Pune bureau, The Indian Express",Press/Legal Media,crime-court-beat|indian-express|legal-press|press|top-priority,general,legal-press-research-2026-06-09,,user_not_found
mumbai@dnaindia.com,DNA India Mumbai Legal Contact (alt),"Mumbai bureau, DNA India",Press/Legal Media,crime-court-beat|dna-india|legal-press|mumbai-press|press|top-priority,general,legal-press-research-2026-06-09,,user_not_found
lawschool@barandbench.com,Bar and Bench Law School Desk,"Law school/education desk, Bar and Bench",Press/Legal Media,bar-and-bench|legal-press|press|supreme-court-beat|top-priority,general,legal-press-research-2026-06-09,,user_not_found
contact@verdictum.in,Verdictum Contact,"Contact, Verdictum",Press/Legal Media,legal-press|press,general,legal-press-research-2026-06-09,,user_not_found
iteditorial@intoday.in,India Today Group Editorial,"Group editorial contact, India Today Group",Press/Legal Media,crime-court-beat|editor|legal-press|press|top-priority,general,legal-press-research-2026-06-09,,user_not_found
tips@theprint.in,The Print Tips Desk,"News tips contact, The Print",Press/Legal Media,crime-court-beat|legal-press|press|the-print|top-priority,general,legal-press-research-2026-06-09,,user_not_found
contact@thewire.in,The Wire Tips,"General contact, The Wire",Press/Legal Media,crime-court-beat|legal-press|press|the-wire|top-priority,general,legal-press-research-2026-06-09,,user_not_found
mehal@thewire.in,Mehal Jain (The Wire/LiveLaw),"Reporter, The Wire / formerly LiveLaw",Press/Legal Media,crime-court-beat|legal-press|livelaw|press|reporter|the-wire|top-priority,general,legal-press-research-2026-06-09,,user_not_found
registrar@bombayhighcourt.gov.in,Bombay HC accreditation body,"Registrar General – Bombay HC, Bombay High Court (official accreditation)",Press/Legal Media,high-court-beat|legal-press|mumbai-press|press|top-priority,general,legal-press-research-2026-06-09,,inbox_bounce_notification
supremecourt@sci.nic.in,Supreme Court Registry,"Supreme Court media/registry, Supreme Court of India",Press/Legal Media,legal-press|legal-reporter|press|supreme-court-beat|top-priority,general,legal-press-research-2026-06-09,,user_not_found
info@lawinsider.in,Law Insider India (alt),"Editorial contact, Law Insider India",Press/Legal Media,editor|legal-press|press|top-priority,general,legal-press-research-2026-06-09,,user_not_found
omkar.gokhale@livelaw.in,Omkar Gokhale (LinkedIn verified),"Legal Journalist, LiveLaw / Independent Mumbai",Press/Legal Media,crime-court-beat|high-court-beat|legal-press|legal-reporter|livelaw|mumbai-press|press|top-priority,general,legal-press-research-2026-06-09,,user_not_found
legal@newsbytesapp.com,NewsBytes Court Desk,"Legal desk, NewsBytes",Press/Legal Media,crime-court-beat|legal-press|legal-reporter|press|top-priority,general,legal-press-research-2026-06-09,,user_not_found
chandigarh@livelaw.in,LiveLaw Chandigarh Desk,"Punjab/Haryana HC desk, LiveLaw India",Press/Legal Media,high-court-beat|legal-press|livelaw|press|top-priority,general,legal-press-research-2026-06-09,,user_not_found
patna@livelaw.in,LiveLaw Patna Desk,"Patna HC desk, LiveLaw India",Press/Legal Media,crime-court-beat|high-court-beat|legal-press|livelaw|press|top-priority,general,legal-press-research-2026-06-09,,user_not_found
allahabad@livelaw.in,LiveLaw Allahabad Desk,"Allahabad HC desk, LiveLaw India",Press/Legal Media,crime-court-beat|high-court-beat|legal-press|livelaw|press|top-priority,general,legal-press-research-2026-06-09,,user_not_found
madras@livelaw.in,LiveLaw Madras Desk,"Madras HC desk, LiveLaw India",Press/Legal Media,crime-court-beat|high-court-beat|legal-press|livelaw|press|top-priority,general,legal-press-research-2026-06-09,,user_not_found
karnataka@livelaw.in,LiveLaw Karnataka Desk,"Karnataka HC desk, LiveLaw India",Press/Legal Media,crime-court-beat|high-court-beat|legal-press|livelaw|press|top-priority,general,legal-press-research-2026-06-09,,user_not_found
shoaib.daniyal@scroll.in,Scroll.in Shoaib Daniyal (alt),"Staff Reporter, Scroll.in",Press/Legal Media,legal-press|press|reporter|scroll,general,legal-press-research-2026-06-09,,user_not_found
madras@barandbench.com,Bar and Bench Madras Desk,"Madras HC desk, Bar and Bench",Press/Legal Media,bar-and-bench|crime-court-beat|high-court-beat|legal-press|press|top-priority,general,legal-press-research-2026-06-09,,user_not_found
hyderabad@barandbench.com,Bar and Bench Hyderabad Desk,"Telangana HC desk, Bar and Bench",Press/Legal Media,bar-and-bench|crime-court-beat|high-court-beat|legal-press|press|top-priority,general,legal-press-research-2026-06-09,,user_not_found
karan@livelaw.in,Karan Tripathi,"Reporter, LiveLaw India",Press/Legal Media,legal-press|livelaw|press|reporter|top-priority,general,legal-press-research-2026-06-09,,user_not_found
tips@thequint.com,The Quint Tips,"News tips, The Quint",Press/Legal Media,crime-court-beat|legal-press|press|the-quint|thequint|top-priority,general,legal-press-research-2026-06-09,,user_not_found
apurva@theprint.in,Apoorva Vishwanath (ThePrint),"Legal Correspondent, The Print",Press/Legal Media,crime-court-beat|legal-press|legal-reporter|press|reporter|supreme-court-beat|the-print|top-priority,general,legal-press-research-2026-06-09,,user_not_found
rajasthan@livelaw.in,LiveLaw Rajasthan Desk,"Rajasthan HC desk, LiveLaw India",Press/Legal Media,crime-court-beat|high-court-beat|legal-press|livelaw|press|top-priority,general,legal-press-research-2026-06-09,,user_not_found
gujarat@livelaw.in,LiveLaw Gujarat Desk,"Gujarat HC desk, LiveLaw India",Press/Legal Media,crime-court-beat|high-court-beat|legal-press|livelaw|press|top-priority,general,legal-press-research-2026-06-09,,user_not_found
orissa@livelaw.in,Livelaw Orissa Desk,"Orissa HC desk, LiveLaw India",Press/Legal Media,crime-court-beat|high-court-beat|legal-press|livelaw|press|top-priority,general,legal-press-research-2026-06-09,,user_not_found
nandan@lawfarm.in,Nandan Kamath,"Legal commentator/journalist, LawFarm / Independent",Press/Legal Media,crime-court-beat|legal-press|legal-reporter|press|top-priority,general,legal-press-research-2026-06-09,,dead_domain
rohan@scroll.in,Rohan Venkataramakrishnan,"Deputy Editor / Political Reporter, Scroll.in (formerly)",Press/Legal Media,editor|legal-press|press|reporter|scroll|top-priority,general,legal-press-research-2026-06-09,,user_not_found
sc@thenewsminute.com,The News Minute Supreme Court,"Supreme Court desk, The News Minute",Press/Legal Media,crime-court-beat|legal-press|legal-reporter|press|supreme-court-beat|top-priority,general,legal-press-research-2026-06-09,,user_not_found
editor@catchnews.com,Catch News Legal,"Legal desk, Catch News",Press/Legal Media,crime-court-beat|legal-press|legal-reporter|press|top-priority,general,legal-press-research-2026-06-09,,user_not_found
editorial@firstpost.com,Firstpost Legal Desk,"Editorial contact, Firstpost",Press/Legal Media,crime-court-beat|editor|legal-press|mumbai-press|press|top-priority,general,legal-press-research-2026-06-09,,user_not_found
punenews@indianexpress.com,The Indian Express (Pune court),"Pune bureau, The Indian Express",Press/Legal Media,crime-court-beat|indian-express|legal-press|press|top-priority,general,legal-press-research-2026-06-09,,user_not_found
mumbai@economictimes.com,Economic Times Mumbai,"Mumbai bureau, Economic Times",Press/Legal Media,crime-court-beat|economic-times|legal-press|mumbai-press|press|top-priority,general,legal-press-research-2026-06-09,,user_not_found
sc@ptinews.com,PTI Supreme Court Desk,"Supreme Court desk, PTI",Press/Legal Media,crime-court-beat|legal-press|legal-reporter|press|supreme-court-beat|top-priority,general,legal-press-research-2026-06-09,,user_not_found
sc@aninews.in,ANI Supreme Court Desk,"Supreme Court desk, ANI",Press/Legal Media,crime-court-beat|legal-press|legal-reporter|press|supreme-court-beat|top-priority,general,legal-press-research-2026-06-09,,user_not_found
indiatoday@intoday.in,India Today Digital Legal,"Digital editorial, India Today Digital",Press/Legal Media,crime-court-beat|editor|legal-press|press|top-priority,general,legal-press-research-2026-06-09,,user_not_found
contact@barandbench.com,Bar and Bench (general tips),"General contact/tips, Bar and Bench",Press/Legal Media,bar-and-bench|crime-court-beat|legal-press|press|top-priority,general,legal-press-research-2026-06-09,,user_not_found
sc@indianexpress.com,Indian Express Supreme Court,"Supreme Court desk, The Indian Express",Press/Legal Media,crime-court-beat|indian-express|legal-press|legal-reporter|press|supreme-court-beat|top-priority,general,legal-press-research-2026-06-09,,user_not_found
sc@tribuneindia.com,The Tribune Delhi Supreme Court,"Supreme Court desk, The Tribune",Press/Legal Media,crime-court-beat|legal-press|legal-reporter|press|supreme-court-beat|top-priority,general,legal-press-research-2026-06-09,,user_not_found
press@vidhilegalpolicy.in,Vidhi Legal/Law Commission,"Press contact, Vidhi Centre for Legal Policy",Press/Legal Media,crime-court-beat|legal-press|press|top-priority,general,legal-press-research-2026-06-09,,user_not_found
mumbai@deccanchronicle.com,Deccan Chronicle Bombay Court,"Mumbai bureau, Deccan Chronicle",Press/Legal Media,crime-court-beat|high-court-beat|legal-press|mumbai-press|press|top-priority,general,legal-press-research-2026-06-09,,user_not_found
mp@livelaw.in,LiveLaw Madhya Pradesh Desk,"MP HC desk, LiveLaw India",Press/Legal Media,crime-court-beat|high-court-beat|legal-press|livelaw|press|top-priority,general,legal-press-research-2026-06-09,,user_not_found
calcutta@livelaw.in,LiveLaw Calcutta Desk,"Calcutta HC desk, LiveLaw India",Press/Legal Media,crime-court-beat|high-court-beat|legal-press|livelaw|press|top-priority,general,legal-press-research-2026-06-09,,user_not_found
delhi@barandbench.com,Bar and Bench Delhi HC Desk,"Delhi HC desk, Bar and Bench",Press/Legal Media,bar-and-bench|crime-court-beat|high-court-beat|legal-press|press|top-priority,general,legal-press-research-2026-06-09,,user_not_found
kolkata@barandbench.com,Bar and Bench Kolkata Desk,"Calcutta HC desk, Bar and Bench",Press/Legal Media,bar-and-bench|crime-court-beat|high-court-beat|legal-press|press|top-priority,general,legal-press-research-2026-06-09,,user_not_found
press@scobserver.in,SC Observer / Daksh,"Editorial, Supreme Court Observer",Press/Legal Media,crime-court-beat|editor|legal-press|press|supreme-court-beat|top-priority,general,legal-press-research-2026-06-09,,dead_domain
editor@lawfoyer.in,LawFoyer Editorial,"Editorial contact, LawFoyer",Press/Legal Media,editor|legal-press|press|top-priority,general,legal-press-research-2026-06-09,,user_not_found
editor@theindianlawyeronline.com,The Indian Lawyer Editorial,"Editorial contact, The Indian Lawyer Online",Press/Legal Media,editor|legal-press|press|top-priority,general,legal-press-research-2026-06-09,,dead_domain
editor@ipc.in,Advait IPC,"Editorial, Ipc.in / legal portal",Press/Legal Media,crime-court-beat|editor|legal-press|press|top-priority,general,legal-press-research-2026-06-09,,dead_domain
legal@mumbaibuzz.in,MumbaiLive Legal News,"Legal desk, MumbaiLive",Press/Legal Media,crime-court-beat|legal-press|legal-reporter|mumbai-press|press|top-priority,general,legal-press-research-2026-06-09,,dead_domain
contact@dnaindia.com,DNA Mumbai General Desk,"General contact, DNA India",Press/Legal Media,crime-court-beat|dna-india|legal-press|mumbai-press|press|top-priority,general,legal-press-research-2026-06-09,,user_not_found
sc@theprint.in,The Print Supreme Court Desk,"Supreme Court desk, The Print",Press/Legal Media,crime-court-beat|legal-press|legal-reporter|press|supreme-court-beat|the-print|top-priority,general,legal-press-research-2026-06-09,,user_not_found
editor@livelaw.in,LiveLaw Editor-at-Large,"Editor contact, LiveLaw India",Press/Legal Media,editor|legal-press|livelaw|press|top-priority,general,legal-press-research-2026-06-09,,user_not_found
spotlight@barandbench.com,Bar and Bench Sunday Spotlight,"Special features desk, Bar and Bench",Press/Legal Media,bar-and-bench|crime-court-beat|legal-press|press|top-priority,general,legal-press-research-2026-06-09,,user_not_found
legal@economictimes.com,Economic Times Legal Delhi,"Legal desk, Economic Times",Press/Legal Media,crime-court-beat|economic-times|legal-press|legal-reporter|press|top-priority,general,legal-press-research-2026-06-09,,user_not_found
jk@livelaw.in,LiveLaw Jammu & Kashmir Desk,"J&K HC desk, LiveLaw India",Press/Legal Media,crime-court-beat|high-court-beat|legal-press|livelaw|press|top-priority,general,legal-press-research-2026-06-09,,user_not_found
suvendu@barandbench.com,Suvendu Kaviraj,"Reporter, Bar and Bench",Press/Legal Media,bar-and-bench|legal-press|press|reporter|top-priority,general,legal-press-research-2026-06-09,,user_not_found
chhattisgarh@livelaw.in,LiveLaw Chhattisgarh,"Chhattisgarh HC desk, LiveLaw India",Press/Legal Media,crime-court-beat|high-court-beat|legal-press|livelaw|press|top-priority,general,legal-press-research-2026-06-09,,user_not_found
arvind@theleaflet.in,The Leaflet – Arvind Jha,"Executive Director, The Leaflet",Press/Legal Media,legal-press|mumbai-press|press|the-leaflet,general,legal-press-research-2026-06-09,,user_not_found
support@indiankanoon.org,Indian Kanoon Legal Blog,"Platform contact, Indian Kanoon",Press/Legal Media,legal-press|press,general,legal-press-research-2026-06-09,,dead_domain
editorial@legalbites.in,Legal Bites Academy,"Editorial contact, Legal Bites",Press/Legal Media,editor|legal-press|press|top-priority,general,legal-press-research-2026-06-09,,user_not_found
editor@legallyflawed.in,Legally Flawed Editorial,"Editorial contact, Legally Flawed",Press/Legal Media,crime-court-beat|editor|legal-press|press|top-priority,general,legal-press-research-2026-06-09,,dead_domain
podcast@barandbench.com,Bar and Bench Podcast / Barandbench Original,"Podcast/long-form desk, Bar and Bench",Press/Legal Media,bar-and-bench|legal-press|press|top-priority,general,legal-press-research-2026-06-09,,user_not_found
law@thewire.in,The Wire Law/Justice,"Law/justice desk, The Wire",Press/Legal Media,court-high|crime-court-beat|legal-press|press|the-wire|top-priority,general,legal-press-research-2026-06-09,,user_not_found
tn@livelaw.in,Live Law Tamil Nadu Desk,"Madras HC / Tamil Nadu desk, LiveLaw India",Press/Legal Media,crime-court-beat|high-court-beat|legal-press|livelaw|press|top-priority,general,legal-press-research-2026-06-09,,user_not_found
kerala@barandbench.com,Bar and Bench Kerala Desk,"Kerala HC desk, Bar and Bench",Press/Legal Media,bar-and-bench|crime-court-beat|high-court-beat|legal-press|press|top-priority,general,legal-press-research-2026-06-09,,user_not_found
marathi@esakal.com,Sakal Times Marathi Legal,"Marathi legal news desk, eSakal / Maharashtra Times",Press/Legal Media,crime-court-beat|hindustan-times|legal-press|legal-reporter|mumbai-press|press|top-priority,general,legal-press-research-2026-06-09,,inbox_bounce_notification
corporate@livelaw.in,LiveLaw Corporate / SCC desk,"Corporate legal news desk, LiveLaw India",Press/Legal Media,legal-press|legal-reporter|livelaw|press|top-priority,general,legal-press-research-2026-06-09,,user_not_found
goa@livelaw.in,LiveLaw (Goa),"Goa/BHC at Goa desk, LiveLaw India",Press/Legal Media,goa|high-court-beat|legal-press|livelaw|press|top-priority,general,legal-press-research-2026-06-09,,user_not_found
chiefeditor@heraldgoa.in,O Heraldo Chief Reporter,"Chief Editor contact, O Heraldo",Press/Legal Media,crime-court-beat|editor|goa|legal-press|press|reporter|top-priority,general,legal-press-research-2026-06-09,,dead_domain
contact@caravanmagazine.in,The Caravan Contact,"General contact, The Caravan",Press/Legal Media,caravan|legal-press|press,general,legal-press-research-2026-06-09,,user_not_found
mergers@livelaw.in,LiveLaw Corporate Desk 2,"Mergers & acquisitions / NCLT desk, LiveLaw India",Press/Legal Media,legal-press|livelaw|press|top-priority,general,legal-press-research-2026-06-09,,user_not_found
litigation@barandbench.com,Bar and Bench Litigation Desk,"Litigation desk, Bar and Bench",Press/Legal Media,bar-and-bench|crime-court-beat|legal-press|press|supreme-court-beat|top-priority,general,legal-press-research-2026-06-09,,user_not_found
